surface_habitable_logement,annee_construction,periode_construction,type_batiment,type_energie_principale_chauffage,type_generateur_chauffage_principal,emission_ges_chauffage,emission_ges_ecs,emission_ges_eclairage,emission_ges_5_usages,emission_ges_5_usages_par_m2,etiquette_ges,code_postal_ban,nom_commune_ban
81.1,2013.0,2013-2021,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,719.5,391.5,11.0,1140.6,14.0,C,31490.0,Léguevin
68.0,1963.0,1948-1974,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",422.6,133.9,8.9,573.8,8.0,B,14520.0,Port-en-Bessin-Huppain
75.0,1995.0,1989-2000,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",353.9,137.1,10.2,533.4,7.1,B,82370.0,Labastide-Saint-Pierre
120.0,1949.0,1948-1974,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",981.3,136.1,16.3,1161.6,9.6,B,24560.0,Issigeac
56.7,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,6998.5,444.6,7.1,7467.5,131.0,G,57050.0,Metz
15.2,2003.0,2001-2005,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,291.1,468.2,0.6,632.9,41.7,D,50100.0,old Cherbourg-Octeville
68.0,1962.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,3021.1,731.9,8.7,3798.5,55.8,E,71420.0,Génelard
144.8,1988.0,1983-1988,maison,Gaz naturel,Chaudière gaz à condensation après 2015,1938.9,451.8,19.7,2444.8,16.0,C,64800.0,Lagos
37.5,1976.0,1975-1977,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",159.6,92.0,4.9,275.5,7.3,B,34080.0,Montpellier
60.5,1948.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,392.8,150.9,8.1,586.5,9.0,B,37700.0,Saint-Pierre-des-Corps
68.0,1962.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3168.4,552.1,8.7,3740.0,55.0,E,71420.0,Génelard
130.0,,1948-1974,maison,Bois – Bûches,Chaudière bois bûche 1978-1994,1411.1,164.9,16.7,1607.2,12.0,C,25580.0,Les Premiers Sapins
78.0,2006.0,2006-2012,maison,Électricité,"radiateur électrique NFC, NF** et NF***",422.6,116.3,10.2,549.0,7.0,B,59690.0,Vieux-Condé
96.7,1970.0,1948-1974,maison,Fioul domestique,Chaudière fioul standard après 2015,9435.3,1032.2,12.6,10496.7,108.5,G,56500.0,Évellys
42.2,1991.0,1989-2000,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,1471.8,382.2,5.5,1871.5,44.0,D,91220.0,Brétigny-sur-Orge
193.0,,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,18897.7,1332.7,25.2,20284.9,105.0,G,60530.0,Neuilly-en-Thelle
28.9,1989.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",46.4,86.7,3.8,149.2,5.0,A,6000.0,Nice
65.8,1945.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,2122.4,494.5,8.3,2566.2,39.0,D,51100.0,Reims
47.0,1948.0,1948-1974,appartement,Réseau de Chauffage urbain,Chaudière(s) gaz multi bâtiment modélisée comme un réseau de chaleur,2308.5,423.1,5.9,2743.9,58.0,E,88500.0,Mirecourt
87.6,1980.0,1978-1982,appartement,Électricité,Radiateur électrique à accumulation,520.1,158.3,11.2,703.1,8.0,B,38118.0,Hières-sur-Amby
19.0,1900.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",222.3,81.7,2.5,312.6,16.4,C,75019.0,Paris
157.5,1900.0,avant 1948,maison,Bois – Granulés (pellets) ou briquettes,Poêle à granulés flamme verte installé à partir de 2020,753.6,178.5,20.2,990.8,6.2,B,87520.0,Veyrac
48.2,2006.0,2006-2012,appartement,Électricité,Plancher ou plafond rayonnant électrique avec régulation terminale,196.5,113.1,6.3,289.1,6.0,B,62640.0,Montigny-en-Gohelle
49.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 1991-2000,1094.6,144.4,1.4,1231.3,25.1,C,91820.0,Boutigny-sur-Essonne
89.0,1971.0,1948-1974,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",848.4,119.4,11.6,979.4,11.0,C,56360.0,Locmaria
52.3,1985.0,1983-1988,appartement,Électricité,PAC eau/eau installée entre 2008 et 2014,103.9,105.3,6.6,234.2,4.0,A,67400.0,Illkirch-Graffenstaden
46.0,1989.0,1989-2000,appartement,Fioul domestique,Chaudière fioul standard 1991-2015,1953.4,2040.0,5.9,4031.3,87.0,F,39270.0,Orgelet
62.6,1945.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",443.5,135.0,8.3,563.8,9.0,B,49270.0,Orée d'Anjou
50.2,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,1449.8,403.5,6.6,1872.9,37.0,D,6220.0,Vallauris
113.0,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,14191.2,148.1,14.5,14376.7,127.0,G,19430.0,Sexcles
65.0,1960.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,1032.8,123.4,8.5,1175.9,18.0,C,76230.0,Bois-Guillaume
56.7,1900.0,avant 1948,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,2270.2,429.6,7.4,2743.7,48.3,D,76000.0,Rouen
42.7,,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",193.2,101.3,5.8,318.5,7.0,B,31200.0,Toulouse
44.0,1920.0,avant 1948,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1475.8,120.0,5.7,1613.3,36.7,D,62000.0,Arras
114.2,2017.0,2013-2021,maison,Gaz naturel,Chaudière gaz basse température après 2015,1359.1,32.9,15.2,1427.5,12.0,C,85300.0,Challans
95.8,1947.0,avant 1948,maison,Bois – Bûches,Poêle bûche installé avant 1990,1832.0,129.8,12.3,1974.1,20.0,C,63990.0,Job
51.7,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,3538.6,449.1,6.7,3977.1,77.0,F,76550.0,Offranville
187.8,1895.0,avant 1948,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,9597.3,189.2,24.5,9866.9,52.0,E,92600.0,Asnières-sur-Seine
44.7,1995.0,1989-2000,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,575.7,395.4,5.9,1004.4,22.4,C,6800.0,Cagnes-sur-Mer
29.2,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz basse température après 2015,1287.5,402.0,3.7,1705.7,58.0,E,42000.0,Saint-Étienne
81.0,2009.0,2006-2012,maison,Électricité,Radiateur électrique à accumulation,628.3,121.1,10.2,759.7,9.0,B,67240.0,Oberhoffen-sur-Moder
42.1,2019.0,2013-2021,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,570.2,359.8,5.4,954.5,22.6,C,74800.0,Amancy
47.9,1949.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,1935.8,2178.4,6.4,4131.9,86.2,F,72000.0,Le Mans
88.7,,1948-1974,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",1086.2,140.0,11.6,1244.9,14.0,C,92160.0,Antony
106.8,,avant 1948,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,1217.9,148.9,13.7,1393.2,13.0,C,73000.0,Chambéry
41.4,2001.0,2001-2005,appartement,Électricité,PAC air/air installée avant 2008,36.9,95.8,5.4,154.1,3.0,A,13790.0,Rousset
46.0,1990.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",185.3,112.8,6.0,323.7,7.0,B,76630.0,Envermeu
29.0,1850.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",194.3,102.9,3.8,301.9,10.4,B,95160.0,Montmorency
52.0,,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,843.8,147.6,6.8,1012.0,19.0,C,94700.0,Maisons-Alfort
42.0,1968.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1071.5,371.2,5.7,1458.7,34.7,D,64000.0,Pau
99.6,1985.0,1983-1988,maison,Gaz naturel,Chaudière gaz à condensation après 2015,2983.1,410.1,13.0,3433.6,34.4,D,59140.0,Dunkerque
98.1,1978.0,1978-1982,maison,Gaz naturel,Chaudière gaz à condensation après 2015,1946.5,370.5,13.1,2342.7,23.0,C,72100.0,Le Mans
102.0,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz standard 2001-2015,4002.0,484.4,13.3,4538.2,44.0,D,35540.0,Miniac-Morvan
66.2,,2013-2021,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,514.8,369.2,8.5,913.2,13.0,C,25000.0,Besançon
25.6,1947.0,avant 1948,appartement,Électricité,PAC air/air installée à partir de 2015,56.6,65.9,3.3,125.8,4.0,A,69007.0,Lyon
104.0,1900.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,4404.3,574.5,13.1,5004.0,48.1,D,88200.0,Remiremont
35.0,1982.0,1978-1982,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",251.7,95.3,4.8,365.3,10.0,B,64600.0,Anglet
69.7,2010.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",148.9,128.8,9.1,330.4,4.7,A,83600.0,Fréjus
46.2,2017.0,après 2021,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,950.7,661.6,6.0,1617.0,35.0,D,20000.0,Ajaccio
28.6,1980.0,1978-1982,appartement,Électricité,Autres émetteurs à effet joule,159.6,109.0,3.7,286.9,10.0,B,6420.0,Isola
67.0,,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1565.7,380.8,8.4,1978.1,29.0,C,68100.0,Mulhouse
48.6,1968.0,1948-1974,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",11.4,3.0,0.1,680.4,14.0,C,63970.0,Aydat
79.8,1945.0,avant 1948,maison,Électricité,PAC air/air installée à partir de 2015,261.5,126.7,10.9,478.8,6.0,B,24000.0,Périgueux
75.0,1972.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,2695.4,439.7,9.8,3197.2,42.0,D,56850.0,Caudan
153.0,1980.0,1978-1982,maison,Bois – Granulés (pellets) ou briquettes,Poêle à granulés flamme verte installé entre 2012 et 2019,357.8,139.4,20.4,526.0,3.0,A,53480.0,Vaiges
44.1,1985.0,1983-1988,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,390.8,650.0,5.5,1057.2,24.0,C,67200.0,Strasbourg
70.6,1980.0,1978-1982,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,2950.5,481.5,9.1,3452.5,48.0,D,38200.0,Vienne
100.0,1900.0,avant 1948,maison,Fioul domestique,Chaudière fioul basse température 1991-2015,3921.8,147.6,12.8,4105.0,41.0,D,71510.0,Chamilly
80.5,1949.0,1948-1974,appartement,Électricité,PAC air/air installée entre 2008 et 2014,7.6,2.2,0.1,793.7,9.8,B,83150.0,Bandol
290.0,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz standard 1991-2000,11774.4,1072.0,39.5,12924.7,44.0,D,47190.0,Aiguillon
79.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,2554.1,134.0,2.4,2670.3,33.8,D,28150.0,Les Villages Vovéens
48.9,2006.0,2006-2012,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,725.9,398.7,6.3,1157.1,23.0,C,69970.0,Chaponnay
150.0,,avant 1948,maison,Bois – Bûches,Foyer fermé installé entre 1990 et 2004,1135.9,161.0,19.6,1316.4,8.0,B,2140.0,Jeantes
48.6,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",104.6,98.8,6.5,218.7,4.5,A,17100.0,Saintes
48.7,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,1426.9,1339.8,6.3,2784.7,57.0,E,92400.0,Courbevoie
52.6,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1871.3,304.0,6.9,2211.7,42.0,D,13300.0,Salon-de-Provence
112.0,1947.0,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",1328.9,127.0,14.6,1470.5,13.0,C,35610.0,Roz-sur-Couesnon
36.5,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,528.9,297.3,4.9,847.8,23.0,C,97230.0,Sainte-Marie
175.0,2000.0,1989-2000,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,4056.3,567.3,22.5,4705.3,26.0,C,42330.0,Saint-Bonnet-les-Oules
67.0,1947.0,avant 1948,maison,Bois – Bûches,,363.1,123.0,8.9,531.4,7.0,B,44450.0,Divatte-sur-Loire
106.0,1900.0,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",293.1,158.2,14.1,485.5,4.5,A,37360.0,Semblançay
117.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,4933.1,1689.1,14.7,6649.0,56.0,E,51000.0,Châlons-en-Champagne
83.9,2006.0,2006-2012,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1426.0,1319.6,10.9,2799.4,33.0,D,59800.0,Lille
134.0,1978.0,1978-1982,maison,Électricité,PAC air/air installée à partir de 2015,366.1,165.4,17.5,576.2,4.2,A,34750.0,Villeneuve-lès-Maguelone
19.2,1948.0,1948-1974,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",75.9,85.1,2.5,171.6,8.9,B,22000.0,Saint-Brieuc
73.9,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,2850.5,415.3,9.7,3287.0,44.0,D,13610.0,Le Puy-Sainte-Réparade
54.0,1948.0,1948-1974,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",447.8,103.6,7.4,558.8,10.0,B,48120.0,Saint-Alban-sur-Limagnole
110.0,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation après 2015,2010.7,396.7,14.3,2456.3,22.0,C,80470.0,Ailly-sur-Somme
57.9,1972.0,1948-1974,appartement,Fioul domestique,Chaudière fioul basse température 1991-2015,2578.7,447.5,7.4,3044.3,52.0,E,42110.0,Feurs
76.3,2007.0,2006-2012,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",384.0,137.3,10.2,534.1,7.0,B,44140.0,Montbert
43.2,1965.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3095.1,403.7,5.6,3517.8,81.0,F,92700.0,Colombes
126.2,1945.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,939.4,155.7,16.8,1009.3,8.0,B,16310.0,Lésignac-Durand
133.0,1968.0,1948-1974,maison,Fioul domestique,Chaudière fioul basse température 1991-2015,12493.9,156.1,17.7,12698.8,95.0,F,79400.0,Augé
55.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,759.1,620.8,2.1,1220.0,22.1,C,78560.0,Le Port-Marly
16.8,2001.0,2001-2005,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,77.3,197.4,2.3,295.0,17.0,C,33400.0,Talence
93.0,2001.0,2001-2005,maison,Électricité,"radiateur électrique NFC, NF** et NF***",396.0,137.1,12.7,711.5,7.0,B,31770.0,Colomiers
53.2,,1948-1974,appartement,Fioul domestique,Chaudière fioul standard 1991-2015,5746.0,99.8,6.9,5865.1,110.0,G,92330.0,Sceaux
48.6,,1989-2000,appartement,Gaz naturel,Chaudière gaz standard après 2015,606.5,421.0,6.6,1062.0,21.0,C,33370.0,Artigues-près-Bordeaux
165.6,1964.0,1948-1974,maison,Fioul domestique,Chaudière fioul classique avant 1970,7551.2,63.2,21.7,7660.8,46.2,D,6130.0,Grasse
49.0,1976.0,1975-1977,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,1975.1,386.5,6.4,2352.0,48.0,D,62680.0,MERICOURT
62.2,1989.0,1989-2000,appartement,Électricité,Radiateur électrique à accumulation,497.7,129.1,8.3,661.5,10.0,B,17200.0,Royan
57.4,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1461.7,0.1,7.5,1480.7,25.0,C,77210.0,Avon
81.6,1950.0,1948-1974,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",802.2,136.0,10.7,948.8,11.6,C,6300.0,Nice
134.2,1970.0,1948-1974,maison,Électricité,Radiateur électrique à accumulation,1015.8,146.4,17.2,1179.5,8.0,B,1340.0,Attignat
54.2,1989.0,1989-2000,appartement,Électricité,Plancher ou plafond rayonnant électrique sans régulation terminale,718.2,161.5,7.0,909.5,16.7,C,73350.0,Bozel
95.6,1947.0,avant 1948,maison,Électricité,PAC air/air installée entre 2008 et 2014,663.5,121.9,12.7,824.3,8.0,B,44750.0,Campbon
68.0,2013.0,2013-2021,appartement,Électricité,Chaudière gaz à condensation après 2015,0.0,324.5,8.7,355.0,5.0,A,1480.0,Frans
121.5,1948.0,avant 1948,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",2.9,1.1,0.1,486.2,4.0,A,34360.0,Saint-Chinian
162.1,,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3048.3,559.0,21.2,3638.4,22.0,C,13001.0,Marseille
215.0,1984.0,1983-1988,maison,Électricité,Radiateur électrique à accumulation,1339.5,178.5,28.2,1582.6,7.0,B,13450.0,Grans
94.5,1930.0,avant 1948,maison,Électricité,"radiateur électrique NFC, NF** et NF***",752.3,134.6,12.3,899.6,9.5,B,59400.0,Cauroir
25.9,,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",77.2,92.9,3.3,173.4,6.0,A,73100.0,Aix-les-Bains
73.5,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",399.4,137.4,9.6,574.9,7.0,B,59100.0,Roubaix
125.0,1993.0,1989-2000,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,2950.1,627.3,17.0,3625.0,29.0,C,40440.0,Ondres
161.0,1980.0,1978-1982,maison,Fioul domestique,Chaudière fioul standard 1991-2015,7907.2,166.5,21.4,8119.2,50.4,E,17240.0,Clion
50.0,,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",367.5,120.4,6.6,502.3,10.0,B,75015.0,Paris
21.9,1991.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",71.1,59.6,2.9,148.3,6.0,A,31400.0,Toulouse
62.0,1982.0,1978-1982,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,158.2,197.1,2.3,336.2,5.4,A,95100.0,Argenteuil
164.5,1947.0,avant 1948,maison,Électricité,Radiateur électrique à accumulation,1614.2,146.7,21.1,1781.9,10.0,B,71960.0,Serrières
86.0,1969.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,510.1,455.6,3.3,866.8,10.0,B,94240.0,L'Haÿ-les-Roses
112.5,2021.0,après 2021,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",188.6,27.5,14.7,250.5,2.0,A,13930.0,Aureille
187.0,1945.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation après 2015,5137.7,553.2,24.4,5610.0,30.0,D,91380.0,Chilly-Mazarin
159.2,1980.0,1978-1982,maison,Bois – Bûches,Chaudière bois bûche 2004-2012,1169.2,125.7,20.0,1337.3,8.3,B,68720.0,Spechbach
75.0,1948.0,1948-1974,appartement,Bois – Bûches,Chaudière bois bûche 2004-2012,605.7,129.5,9.4,757.5,10.0,B,88350.0,Grand
31.5,2002.0,2001-2005,appartement,Électricité,Radiateur électrique à accumulation,156.1,150.1,4.0,321.9,10.0,B,38860.0,Les Deux Alpes
133.0,1947.0,avant 1948,maison,GPL,Chaudière gpl/propane/butane à condensation 2001-2015,5687.9,626.7,17.3,6346.8,47.0,D,28120.0,Illiers-Combray
66.9,1964.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique 1986-1990,2967.3,557.7,2.4,3378.6,50.4,E,51100.0,Reims
118.0,,2006-2012,maison,Bois – Bûches,PAC air/air installée à partir de 2015,221.4,34.9,16.1,382.0,3.0,A,32230.0,Marciac
27.4,,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,970.5,227.5,3.6,1230.6,44.0,D,83400.0,Hyères
20.6,1992.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",61.3,74.7,2.8,147.5,7.0,A,31240.0,Saint-Jean
15.0,2003.0,2001-2005,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,288.9,467.5,0.6,630.1,42.0,D,50100.0,old Cherbourg-Octeville
183.1,1990.0,1989-2000,maison,Électricité,Autres émetteurs à effet joule,14.0,1.1,0.1,2746.7,15.0,C,63440.0,Blot-l'Église
63.1,2015.0,après 2021,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,890.4,669.9,2.4,1388.0,22.0,C,44640.0,Saint-Jean-de-Boiseau
60.0,,1948-1974,maison,Électricité,Radiateur électrique à accumulation,1160.9,107.6,7.8,1276.4,21.0,C,93120.0,La Courneuve
55.5,,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",234.6,121.7,7.1,384.8,6.0,B,38380.0,Saint-Laurent-du-Pont
70.9,1960.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,3651.6,242.6,9.7,3913.6,55.0,E,26130.0,Saint-Paul-Trois-Châteaux
59.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,3351.6,111.2,7.6,3482.2,59.0,E,38100.0,Grenoble
82.0,1850.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",675.6,154.5,10.3,840.5,10.2,B,57500.0,Saint-Avold
66.9,1900.0,avant 1948,maison,Bois – Bûches,Chaudière bois bûche 1995-2003,955.5,116.0,8.9,1091.3,16.3,C,16450.0,Beaulieu-sur-Sonnette
77.1,2020.0,2013-2021,maison,Électricité,PAC air/air installée à partir de 2015,0.5,2.2,0.1,154.3,2.0,A,34070.0,Montpellier
71.2,1948.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,485.2,161.8,9.5,699.8,9.0,B,37700.0,Saint-Pierre-des-Corps
71.3,1970.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,1955.0,514.7,2.8,2362.0,33.1,D,33700.0,Mérignac
71.0,2001.0,2001-2005,maison,Gaz naturel,Chaudière gaz à condensation après 2015,1346.2,319.2,9.7,1713.6,24.0,C,33470.0,Gujan-Mestras
303.0,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,8429.9,786.6,38.1,9287.4,30.0,D,89400.0,Bonnard
140.0,,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",979.5,128.6,19.1,1127.2,8.0,B,81600.0,Brens
82.9,1989.0,1989-2000,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,1338.7,558.3,10.8,1955.1,23.0,C,92370.0,Chaville
69.2,1987.0,1983-1988,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",513.9,120.0,8.9,672.3,9.0,B,38660.0,Lumbin
99.3,1999.0,1989-2000,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",300.4,103.7,12.9,459.5,4.0,A,92160.0,Antony
48.0,1948.0,1948-1974,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",65.6,123.9,6.5,214.6,4.0,A,33410.0,Rions
60.5,,2013-2021,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,823.4,353.7,7.8,1210.6,20.0,C,21600.0,Longvic
31.1,,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",411.5,92.3,4.2,523.7,16.0,C,31400.0,Toulouse
106.0,1948.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation après 2015,4362.8,124.4,13.8,4560.5,43.0,D,59600.0,Villers-Sire-Nicole
80.0,1940.0,avant 1948,maison,Fioul domestique,Chaudière fioul classique avant 1970,7078.9,130.2,10.3,7236.0,90.0,F,73110.0,Valgelon-La Rochette
131.4,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,5453.8,584.6,17.1,6077.0,46.0,D,75005.0,Paris
